S.No,Item name,Brand_Name,Category,Sub_Category,Matched_Ingredients,Matched_Categories,Matched_Severities
207,Heritage Pista Flavoured Milk,HERITAGE,JUICE,MILKSHAKE,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
208,Heritage VANILLA CAKE Flavoured Milk,HERITAGE,JUICE,MILKSHAKE,SUGAR,added_sugar,medium
209,Nestle Milo Health Chocolate Drink with Millets,MILO,JUICE,MILKSHAKE,SUGAR,added_sugar,medium
210,Amul Gold Kool Exotic Rose Flavoured Milk,AMUL,JUICE,MILKSHAKE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
211,Amul Kool Kesar Milk Drink,AMUL,JUICE,MILKSHAKE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
212,Amul Gold Kool Premium Kesar Flavoured Milk,AMUL,JUICE,MILKSHAKE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
213,Amul Taaza Homogenised Toned Milk (Tetra Pack),AMUL,JUICE,MILKSHAKE,,,
214,Amul Gold Kool Royal Elaichi Flavoured Milk,AMUL,JUICE,MILKSHAKE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
215,Nescafe Ready To Drink Coffee Flavoured Milk Iced Latte Cold Coffee,NESCAFE,JUICE,COFFEE,SUGAR; IODIZED SALT,added_sugar; sodium_source,medium; low
216,BRU Classic Cold Coffee Tetra Pack,NESCAFE,JUICE,COFFEE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
217,Nescafe Cafe Style Iced Frappe Cold Coffee,NESCAFE,JUICE,COFFEE,SUGAR; GLUCOSE SYRUP; IODIZED SALT,added_sugar; hidden_sugar; sodium_source,medium; medium; low
218,Nescafe Ready To Drink Coffee Flavoured Milk Intense Cafe Cappucino Cold Coffee,NESCAFE,JUICE,COFFEE,SUGAR,added_sugar,medium
219,Cravova Hazelnut Cold Coffee,CRAVOVA,JUICE,COFFEE,SUGAR,added_sugar,medium
220,Cravova Mocha Cold Coffee,CRAVOVA,JUICE,COFFEE,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
221,"Tata Cold Coffee Belgian Chocolate Iced Coffee, Rich & Creamy, Flavoured Milk",TATA COFFEE GRAND,JUICE,COFFEE,SUGAR,added_sugar,medium
222,Dairy Day Bento Cake Choco Fantasy Ice Cream Cake - Box,DAIRY DAY,CAKE,ICECREAM CAKE,SUGAR; DEXTROSE; MILK SOLIDS; STARCH,added_sugar; hidden_sugar; allergen; refined_carb,medium; medium; low; low
223,Winkies Cake - Chocolate Cake Slice,WINKIES,CAKE,CHOCOLATECAKE,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; PALM OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; refined_carb; sodium_source,medium; medium; medium; medium; low; medium; low
224,The Baker's Dozen VANILLA CAKE Cake,THE BAKER'S DOZEN,CAKE,VANILLA CAKE,SUGAR; LODIZED SALT,added_sugar; sodium_source,medium; low
225,The Baker'S Dozen Fresh Orange Cake,THE BAKER'S DOZEN,CAKE,ORANGE CAKE,SUGAR; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
226,Britannia Gobbles Bar Cake - Fruity Fun,BRITANNIA,CAKE,CAKE,LIQUID GLUCOSE; INVERT SUGAR SYRUP; DEXTROSE; REFINED PALMOLEIN OIL; ACIDITY REGULATOR (330); EMULSIFIERS 471; RAISING AGENTS 500(II); REFINED WHEAT FLOUR (MAIDA); STARCH; LODISED SALT,hidden_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; acidity_regulator; emulsifier; raising_agent; refined_carb; refined_carb; sodium_source,medium; medium; medium; medium; low; low; low; medium; low; low
227,The Baker's Dozen Banana Bread 100% Wholewheat,THE BAKER'S DOZEN,CAKE,BANANA BREAD,SUGAR,added_sugar,medium
228,The Baker's Dozen Wholewheat Banana Walnut Cake,THE BAKER'S DOZEN,CAKE,BANANAWALNUT CAKE,SUGAR,added_sugar,medium
229,Britannia Fudge It Chocolate Brownie (With Egg),BRITANNIA,CAKE,BROWNIE,SUGAR; LIQUID GLUCOSE; DEXTROSE; HYDROGENATED VEGETABLE FAT; REFINED PALMOLEIN OIL; ACIDITY REGULATOR (330); MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; hidden_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; acidity_regulator; allergen; refined_carb; sodium_source,medium; medium; medium; high; medium; low; low; medium; low
230,Winkies Fruit Cake Slice,WINKIES,CAKE,FRUIT CAKE,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; PALM OIL; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; refined_carb; sodium_source,medium; medium; medium; medium; low; medium; low
231,Britannia Gobbles Marble Red Velvet Cake,BRITANNIA,CAKE,CAKE,LIQUID GLUCOSE; INVERT SUGAR SYRUP; ACIDITY REGULATOR (330); REFINED WHEAT FLOUR; STARCH; IODISED SALT,hidden_sugar; hidden_sugar; acidity_regulator; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; low
232,Winkies Swiss Roll Chocolate,WINKIES,CAKE,SWISS ROLL,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; DEXTROSE; MILK SOLIDS; REFINED WHEAT FLOUR; STARCH; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; hidden_sugar; allergen; refined_carb; refined_carb; sodium_source,medium; medium; medium; medium; low; medium; low; low
233,Modern Pineapple Pop Cake,MODERN,CAKE,CAKE,SUGAR; LIQUID GLUCOSE; INVERT SYRUP; ACIDITY REGULATOR (330); REFINED WHEAT FLOUR (MAIDA); STARCH; LODIZED SALT,added_sugar; hidden_sugar; hidden_sugar; acidity_regulator; refined_carb; refined_carb; sodium_source,medium; medium; medium; low; medium; low; low
234,Cadbury Chocobakes ChocLayered Cakes,OREO,CAKE,CAKE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; EMULSIFIERS (442; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; LODISED SALT,added_sugar; hidden_sugar; trans_fat_source;  476); artificial_flavoring; allergen; refined_carb; refined_carb; sodium_source,medium; medium; high; emulsifier; medium; low; medium; low; low
235,The Baker'S Dozen Zero Maida Donut Cake,THE BAKER'S DOZEN,CAKE,DONUT CAKE,SUGAR; LIQUID GLUCOSE; DEXTROSE; MILK SOLIDS; STARCH,added_sugar; hidden_sugar; hidden_sugar; allergen; refined_carb,medium; medium; medium; low; low
236,Bauli Moonfils Croissants Choco Cream (Egg),BAULI,CAKE,CROISSANTS,SUGAR; REFINED PALM OIL; ACIDITY REGULATOR (INS 330); ANTIOXIDANT (INS 300); WHEAT GLUTEN; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; EDIBLE COMMON SALT,added_sugar; saturated_fat_source; acidity_regulator; antioxidant; allergen; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; low; low; low; medium; low; low
237,UNIBIC Fruit N' Nut Cake,UNIBIC,CAKE,CAKE,SUGAR; ACIDITY REGULATOR (INS 330); MILK SOLIDS; REFINED WHEAT FLOUR; LODIZED SALT,added_sugar; acidity_regulator; allergen; refined_carb; sodium_source,medium; low; low; medium; low
238,Modern Fruit N Nut Cake,MODERN,CAKE,CAKE,LIQUID GLUCOSE; INVERT SUGAR; HYDROGENATED VEGETABLE FAT; ACIDITY REGULATOR (330); NATURE IDENTICAL FLAVOURING SUBSTANCES; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,hidden_sugar; hidden_sugar; trans_fat_source; acidity_regulator; artificial_flavoring; refined_carb; sodium_source,medium; medium; high; low; medium; medium; low
239,UNIBIC Plum Cake,UNIBIC,CAKE,PLUM CAKE,SUGAR; GLUCOSE SYRUP; ACIDITY REGULATOR (INS 330); PRESERVATIVE (INS 211); EMULSIFIER (INS 471); NATURE IDENTICAL FLAVOURING SUBSTANCES; REFINED WHEAT FLOUR (MAIDA); LODISED SALT,added_sugar; hidden_sugar; acidity_regulator; preservative; emulsifier; artificial_flavoring; refined_carb; sodium_source,medium; medium; low; medium; low; medium; medium; low
240,Winkies Fruit Cake Raisin & Tutti Fruitti,WINKIES,CAKE,FRUIT CAKE,SUGAR; LIQUID GLUCOSE; PALM OIL; EMULSIFIER (INS 471); REFINED WHEAT FLOUR (MAIDA); EDIBLE COMMON SALT,added_sugar; hidden_sugar; saturated_fat_source; emulsifier; refined_carb; sodium_source,medium; medium; medium; low; medium; low
241,The Baker's Dozen Chocochip Cake No Palm Oil Loaded with Dark Chocolate Chips,THE BAKER'S DOZEN,CAKE,CHOCO CHIP CAKE,SUGAR; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
242,Winkies Novo VANILLA CAKE Cake,WINKIES,CAKE,VANILLA CAKE CAKE,SUGAR; PALM OIL; ACIDITY REGULATOR (INS 330); MILK SOLIDS; REFINED WHEAT FLOUR; STARCH; EDIBLE COMMON SALT,added_sugar; saturated_fat_source; acidity_regulator; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; low; medium; low; low
243,The Baker's Dozen Zero Maida Chocolate Brownie,THE BAKER'S DOZEN,CAKE,BROWNIE,SUGAR; LODIZED SALT,added_sugar; sodium_source,medium; low
244,Winkies English Tea Cake,WINKIES,CAKE,CAKE,SUGAR; REFINED WHEAT FLOUR (MAIDA); EDIBLE COMMON SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
245,The Baker'S Dozen Choco Chip Muffins,THE BAKER'S DOZEN,CAKE,MUFFINS,SUGAR; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
246,Bauli Moonfils Croissants Strawberry,BAULI,CAKE,CROISSANTS,SUGAR; REFINED PALM OIL; ACIDITY REGULATOR (INS 330); WHEAT GLUTEN; MILK SOLIDS; STARCH; EDIBLE COMMON SALT,added_sugar; saturated_fat_source; acidity_regulator; allergen; allergen; refined_carb; sodium_source,medium; medium; low; low; low; low; low
247,"Open Secret Heart Shaped Chocolate Almond Brownie, No Maida, Zero Palm Oil",OPEN SECRET,CAKE,BROWNIE,JAGGERY; SKIMMED MILK POWDER,added_sugar; allergen,low; low
248,Havmor Mud Cake Ice Cream Cake,HAVMOR,CAKE,ICECREAM CAKE,SUGAR; LIQUID GLUCOSE; DEXTROSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); LODISED SALT,added_sugar; hidden_sugar; hidden_sugar; allergen; refined_carb; sodium_source,medium; medium; medium; low; medium; low
249,The Belgian Waffle Co Cookie & Cream Waffle Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; artificial_flavoring; allergen; refined_carb; sodium_source,medium; medium; low; medium; low
250,Sunfeast Dark Fantasy Choco Rolls,SUNFEAST,WAFFLE,CHOCO ROLLS,SUGAR; REFINED PALM OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; STARCH; IODIZED SALT,added_sugar; saturated_fat_source; artificial_flavoring; allergen; refined_carb; sodium_source,medium; medium; medium; low; low; low
251,Dukes Waffy Chocolate Wafers,DUKES,WAFER,WAFER,SUGAR; MALTODEXTRIN; REFINED PALM OIL; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; hidden_sugar; saturated_fat_source; refined_carb; sodium_source,medium; medium; medium; medium; low
252,The Belgian Waffle Co Classic Choco Crisps,THE BELGAINWAFFLE CO,WAFFLE,WAFFLE,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; artificial_flavoring; allergen; refined_carb; sodium_source,medium; medium; low; medium; low
253,Dr. Oetker Kuppies Chocolate Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,SUGAR; REFINED WHEAT FLOUR (MAIDA); LODISED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
254,Nova Nova Waffle Chips- Classic Chocolate Drizzle,NOVA NOVA,WAFFLE,WAFFLE,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; REFINED WHEAT FLOUR,added_sugar; artificial_flavoring; refined_carb,medium; medium; medium
255,Dukes Waffy Strawberry Roll,DUKES,WAFER,WAFFLE,SUGAR; DEXTROSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; IODISED SALT,added_sugar; hidden_sugar; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; low
256,Dr. Oetker Kuppies Strawberry Waffle,DR OETKERS FUNFOODS,WAFFLE,WAFFLE,SUGAR; REFINED WHEAT FLOUR (MAIDA); LODISED SALT,added_sugar; refined_carb; sodium_source,medium; medium; low
257,Nova Nova Best Bite Choco Filled Cones- Belgian Chocolate,NOVA NOVA ,WAFER,WAFER,SUGAR; PALM OIL; MILK SOLIDS,added_sugar; saturated_fat_source; allergen,medium; medium; low
258,Mille Jowar Puffs,MILLE,SNACKS,PUFFSS,MILK SOLIDS,allergen,low
259,Modern Kitchens Banana Chips Salted,MODERN KITCHENS,SNACKS,BANANACHIPS,IODIZED SALT,sodium_source,low
260,Let's Try Potato Wafers,LET'S TRY,SNACKS,WAFER,,,
261,Lay's American Cream & Onion Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; allergen; sodium_source,medium; medium; medium; medium; medium; low; low
262,Kurkure Yummy PuffCorn Yummy Cheese Chips,KURKURE,SNACKS,CORNCHIPS,SUGAR; MALTODEXTRIN; FLAVOUR ENHANCER (MONOSODIUM GLUTAMATE; DISODIUM GUANYLATE; DISODIUM INOSINATE,added_sugar; hidden_sugar; msg; msg_synergist; msg_synergist,medium; medium; medium; low; low
263,Bingo! Original Style Chilli Sprinkled,BINGO,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT; BLACK SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; medium; low; low
264,Lay's West Indies Hot 'n' Sweet Chilli Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; sodium_source,medium; medium; medium; medium; medium; low
265,Lay's India's Magic Masala Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; IODISED SALT; BLACK SALT,added_sugar; hidden_sugar; artificial_flavoring; sodium_source; sodium_source,medium; medium; medium; low; low
266,Beyond Snack Kerala Banana chips - Peri Peri,BEYOND SNACK,SNACKS,BANANACHIPS,REFINED PALMOLEIN OIL; LODISED SALT,saturated_fat_source; sodium_source,medium; low
267,Crax Double Mazza Roasted Chana Peanuts Namkeen Snacks,CRAX,SNACKS,NAMKEEN,REFINED PALMOLEIN OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA); LODIZED SALT; BLACK SALT,saturated_fat_source; artificial_flavoring; msg_source; msg_likely; refined_carb; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; low
268,Kurkure Red Chilli Chataka Chips,KURKURE,SNACKS,CHIPS,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; IODISED SALT,added_sugar; artificial_flavoring; msg_likely; sodium_source,medium; medium; medium; low
269,Bingo! Popped Chips Sour Cream & Herbs,BINGO,SNACKS,CHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; STARCH; IODIZED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; allergen; refined_carb; sodium_source,medium; medium; medium; medium; medium; low; low; low
270,"Cheetos Masala PUFFS, Crispy Chips & Snacks",CHEETOS,SNACKS,CHIPS,SUGAR; MALTODEXTRIN; IODISED SALT; BLACK SALT,added_sugar; hidden_sugar; sodium_source; sodium_source,medium; medium; low; low
271,Too Yumm! Sour Cream & Onion Veggie Stix,TOO YUMM,SNACKS,MUNCHIES,SUGAR; MALTODEXTRIN; ANTICAKING AGENT (INS 551); EMULSIFIER (INS 471); FLAVOUR ENHANCER; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); CORN FLOUR; LODISED SALT,added_sugar; hidden_sugar; anticaking_agent; emulsifier; msg_likely; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; low; medium; low; medium; low; low
272,Lay's Classic Salted Potato Chips,LAY'S,SNACKS,POTATOCHIPS,IODISED SALT,sodium_source,low
273,Lay's Spanish Tomato Tango Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; DEXTROSE; MALTODEXTRIN; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODIZED SALT,added_sugar; hidden_sugar; hidden_sugar; msg_source; msg_likely; sodium_source,medium; medium; medium; medium; medium; low
274,Let's Try Pepper Murukku Sticks,LET'S TRY,SNACKS,MURUKKU   STICKS,IODIZED SALT,sodium_source,low
275,Lay's Potato Chips - Sizzling Hot Spicy Flavour,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); FLAVOUR ENHANCER; IODISED SALT,added_sugar; hidden_sugar; acidity_regulator; anticaking_agent; msg_likely; sodium_source,medium; medium; low; low; medium; low
276,Uncle Chips Spicy Treat,UNCLE CHIPS,SNACKS,POTATOCHIPS,SUGAR; CITRIC ACID; MILK SOLIDS; IODISED SALT; BLACK SALT,added_sugar; acidity_regulator; allergen; sodium_source; sodium_source,medium; low; low; low; low
277,Too Yumm! Bhoot Karare Spicy Chilli Flavour Crisps ,TOO YUMM,SNACKS,CHIPS,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; IODISED SALT,added_sugar; hidden_sugar; acidity_regulator; artificial_flavoring; msg_likely; sodium_source,medium; medium; low; medium; medium; low
278,Yellow Diamond Plain Salted Chips,YELLOW DIAMOND,SNACKS,POTATOCHIPS,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; LODISED SALT,added_sugar; artificial_flavoring; msg_likely; sodium_source,medium; medium; medium; low
279,Lay's American Cream & Onion Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; msg_source; msg_likely; allergen; sodium_source,medium; medium; medium; medium; low; low
280,Crax Fritts Sour Cream and Onion Corn & Potato Stick Snacks,CRAX,SNACKS,POTATO STICKS,SUGAR; MALTODEXTRIN; REFINED PALM OIL; REFINED PALMOLEIN OIL; ANTICAKING AGENT (INS 551); EMULSIFIER (INS 471); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; saturated_fat_source; saturated_fat_source; anticaking_agent; emulsifier; artificial_flavoring; msg_likely; allergen; sodium_source,medium; medium; medium; medium; low; low; medium; medium; low; low
281,Lay's WAFERChips Red Chilli,LAY'S,SNACKS,POTATOCHIPS,MALTODEXTRIN; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; REFINED WHEAT FLOUR; STARCH; IODISED SALT; BLACK SALT,hidden_sugar; msg_source; msg_likely; refined_carb; refined_carb; sodium_source; sodium_source,medium; medium; medium; medium; low; low; low
282,Let's Try Peanut Party Mix,LET'S TRY,SNACKS,NAMKEEN,LODISED SALT; BLACK SALT,sodium_source; sodium_source,low; low
283,Bingo! Popped Chips Indian Spice Mix,BINGO,SNACKS,POTATOCHIPS,MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); ACIDITY REGULATOR (INS 330); EMULSIFIER (INS 471); CORN FLOUR; STARCH,hidden_sugar; saturated_fat_source; acidity_regulator; emulsifier; refined_carb; refined_carb,medium; medium; low; low; low; low
284,Haldiram's Halke Fulke - Salted Potato Chips,HALDIRAMS,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; FLAVOUR ENHANCER,added_sugar; hidden_sugar; msg_likely,medium; medium; medium
285,Bingo! Mad Angles Achaari Masti Crisps,BINGO,SNACKS,CHIPS,SUGAR; CITRIC ACID; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODIZED SALT,added_sugar; acidity_regulator; artificial_flavoring; msg_source; msg_likely; sodium_source,medium; low; medium; medium; medium; low
286,Bingo! Mad Angles Masala Madness Crisps,BINGO,SNACKS,CHIPS,SUGAR; MALTODEXTRIN; CITRIC ACID; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYZED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; IODIZED SALT,added_sugar; hidden_sugar; acidity_regulator; artificial_flavoring; msg_source; msg_likely; allergen; sodium_source,medium; medium; low; medium; medium; medium; low; low
287,Sweet Karam Coffee Andhra Spicy Murukku Namkeen Snacks,SWEET KARAM COFFEE,SNACKS,NAMKEEN,EDIBLE COMMON SALT,sodium_source,low
288,Let's Try Garlic Bhujia,LET'S TRY,SNACKS,NAMKEEN,STARCH; IODISED SALT,refined_carb; sodium_source,low; low
289,Lets Try Lite Mixture,LET'S TRY,SNACKS,MIXTURE,IODISED SALT; BLACK SALT,sodium_source; sodium_source,low; low
290,Orion K Snack Rings Kimchi Flavour,ORION,SNACKS,CRISPS,INVERT SUGAR SYRUP; PALM OIL; IODISED SALT,hidden_sugar; saturated_fat_source; sodium_source,medium; medium; low
291,Jabsons Roasted Peanuts Classic Salted,JABSONS,SNACKS,ROASTED PEANUTS,IODIZED SALT; BLACK SALT,sodium_source; sodium_source,low; low
292,Orion K Snack Rings 3x Spicy,ORION,SNACKS,CRISPS,SUGAR; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; REFINED WHEAT FLOUR (MAIDA); STARCH; EDIBLE COMMON SALT,added_sugar; anticaking_agent; artificial_flavoring; msg_likely; refined_carb; refined_carb; sodium_source,medium; low; medium; medium; medium; low; low
293,BRB Potato Popped Chips - Pasta Cheese Flavour,BRB,SNACKS,POPPEDCHIPS,STARCH,refined_carb,low
294,BRB Potato Popped Chips - Spicy Chipotle Flavour,BRB,SNACKS,POPPEDCHIPS,SUGAR; FLAVOUR ENHANCER; STARCH,added_sugar; msg_likely; refined_carb,medium; medium; low
295,Brb Rice Popped Chips Peri Peri Flavour,BRB,SNACKS,POPPEDCHIPS,,,
296,BRB Potato Popped Chips - Bhel Flavour,BRB,SNACKS,POPPEDCHIPS,SUGAR; FLAVOUR ENHANCER; STARCH,added_sugar; msg_likely; refined_carb,medium; medium; low
297,The Theatre Project TTP Kettle Cooked - Hot & Sweet Chilli,THE THEATRE PROJECT,SNACKS,POTATOCHIPS,SUGAR; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; IODISED SALT,added_sugar; anticaking_agent; artificial_flavoring; msg_source; msg_likely; sodium_source,medium; low; medium; medium; medium; low
298,Let's Try Bhujia,LET'S TRY,SNACKS,NAMKEEN,,,
299,Wellbe Crunchy Kodbale,WELLBE,SNACKS,KODBALE,,,
300,UNIBIC Kerala Banana Chips Classic Salted,UNIBIC,SNACKS,BANANACHIPS,ANTICAKING AGENT (INS 551); IODISED SALT,anticaking_agent; sodium_source,low; low
301,The Baker's Dozen Zero Maida Ragi Crackers Baked Millet Snack,THE BAKER'S DOZEN,SNACKS,RAGI CRISPIES,,,
302,Too Yumm! Dahi Papdi Chaat Multigrain Healthy Chips High Protein Crunchy Crisps,TOO YUMM,SNACKS,CHIPS,SUGAR; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; MILK SOLIDS; CORN FLOUR; STARCH; IODISED SALT; BLACK SALT,added_sugar; anticaking_agent; artificial_flavoring; msg_likely; allergen; refined_carb; refined_carb; sodium_source; sodium_source,medium; low; medium; medium; low; low; low; low; low
303,Lay's India's Magic Masala Potato Chips,LAY'S,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; IODISED SALT; BLACK SALT,added_sugar; hidden_sugar; artificial_flavoring; sodium_source; sodium_source,medium; medium; medium; low; low
304,Bingo! Potato Chips - Cream & Onion Chips - Crispy & Crunchy Chips Pack for Snacks,BINGO,SNACKS,POTATOCHIPS,FLAVOUR ENHANCER; IODISED SALT,msg_likely; sodium_source,medium; low
305,Uncle Chips Plain Salted,UNCLE CHIPS,SNACKS,POTATOCHIPS,IODISED SALT,sodium_source,low
306,Too Yumm! Bhoot Potato Chips Spicy Chilli Flavour Chips,TOO YUMM,SNACKS,POTATOCHIPS,SUGAR; MALTODEXTRIN; ACIDITY REGULATOR (INS 330); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; STARCH; IODISED SALT,added_sugar; hidden_sugar; acidity_regulator; artificial_flavoring; msg_likely; refined_carb; sodium_source,medium; medium; low; medium; medium; low; low
307,Dev Snacks Banana Chips,DEV SNACKS,SNACKS,BANANACHIPS,,,
308,Let's Try Sabudana Mixture,LET'S TRY,SNACKS,MIXTURE,SUGAR,added_sugar,medium
309,Balaji Simply Salted Chips,BALAJI,SNACKS,POTATOCHIPS,EDIBLE COMMON SALT,sodium_source,low
310,Ritebite Max Protein Desi Masala 10G Multigrain Protein Chips,MAX PROTEIN,SNACKS,CHIPS,SUGAR,added_sugar,medium
311,Sweet Karam Coffee Andhra Spicy Murukku Namkeen Snacks,SWEET KARAM COFFEE,SNACKS,NAMKEEN,EDIBLE COMMON SALT,sodium_source,low
312,Kurkure Schezwan Chutney,KURKURE,SNACKS,CRISPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; STARCH; IODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_likely; refined_carb; sodium_source,medium; medium; medium; medium; low; low
313,Pringles Potato Chips Original Flavour,PRINGLES,SNACKS,CHIPS,MALTODEXTRIN; EDIBLE VEGETABLE OIL (PALM OIL); CORN FLOUR; STARCH,hidden_sugar; saturated_fat_source; refined_carb; refined_carb,medium; medium; low; low
